Customer ID,Recency,Frequency,Monetary,Cluster1
1.0,788.0,1,1950.0,1
6.0,788.0,1,170.0,1
9.0,788.0,1,5500.0,1
10.0,788.0,1,366.0,1
26.0,788.0,1,4500.0,1
31.0,788.0,1,850.0,1
40.0,788.0,1,5597.0,1
57.0,788.0,1,1125.0,1
62.0,788.0,1,599.0,1
65.0,788.0,1,920.0,1
74.0,788.0,1,455.0,1
76.0,788.0,1,2670.0,1
80.0,788.0,1,999.9599999999999,1
89.0,788.0,1,1099.0,1
91.0,788.0,1,9013.0,3
92.0,788.0,1,150.0,1
99.0,788.0,1,1065.0,1
109.0,788.0,1,144.0,1
112.0,788.0,1,3250.0,1
129.0,788.0,1,1370.0,1
147.0,788.0,1,350.0,1
152.0,788.0,1,635.0,1
157.0,788.0,1,3000.0,1
164.0,788.0,1,250.0,1
113.0,788.0,1,375.0,1
167.0,788.0,1,1765.0,1
169.0,788.0,1,999.0,1
173.0,788.0,1,5597.0,1
175.0,788.0,1,1050.0,1
177.0,788.0,1,5950.0,1
179.0,788.0,1,100.0,1
194.0,787.0,1,4250.0,1
201.0,787.0,1,795.0,1
202.0,787.0,1,480.0,1
208.0,787.0,1,190.0,1
224.0,787.0,1,3150.0,1
239.0,787.0,1,775.0,1
245.0,787.0,1,1160.0,1
254.0,787.0,1,350.0,1
266.0,787.0,1,626.0,1
272.0,787.0,1,25999.0,5
273.0,787.0,1,200.0,1
277.0,787.0,1,480.0,1
281.0,787.0,1,1020.0,1
283.0,787.0,1,510.0,1
286.0,787.0,1,899.0,1
290.0,787.0,1,860.0,1
295.0,787.0,1,1205.0,1
303.0,787.0,1,800.0,1
314.0,786.0,1,203.0,1
319.0,786.0,1,320.0,1
328.0,786.0,1,360.0,1
336.0,786.0,1,1200.0,1
337.0,786.0,1,1175.0,1
339.0,786.0,1,4200.0,1
343.0,786.0,1,1435.0,1
357.0,786.0,1,3395.0,1
358.0,786.0,1,999.0,1
359.0,786.0,1,999.0,1
361.0,786.0,1,840.0,1
374.0,786.0,1,405.0,1
383.0,786.0,1,272.696,1
386.0,786.0,1,2639.0,1
388.0,786.0,1,1800.0,1
389.0,786.0,1,243.036,1
392.0,786.0,1,1070.0,1
399.0,785.0,1,7475.0,3
405.0,785.0,1,299.0,1
406.0,785.0,1,12500.0,3
414.0,785.0,1,190.0,1
416.0,785.0,1,325.0,1
429.0,785.0,1,350.0,1
435.0,785.0,1,490.0,1
439.0,785.0,1,1500.0,1
449.0,785.0,1,630.0,1
450.0,785.0,1,1890.0,1
452.0,785.0,1,1050.0,1
455.0,785.0,1,2150.0,1
457.0,785.0,1,280.0,1
461.0,785.0,1,360.0,1
465.0,785.0,1,251.0,1
471.0,785.0,1,520.0,1
103.0,785.0,1,399.0,1
487.0,785.0,1,719.0,1
488.0,785.0,1,6900.0,3
491.0,785.0,1,325.0,1
497.0,784.0,1,700.0,1
498.0,784.0,1,1798.25,1
499.0,784.0,1,1050.0,1
502.0,784.0,1,1549.0,1
122.0,784.0,1,1160.0,1
508.0,784.0,1,3600.0,1
510.0,784.0,1,480.0,1
512.0,784.0,1,350.0,1
515.0,784.0,1,299.0,1
518.0,784.0,1,1175.0,1
523.0,784.0,1,60.0,1
534.0,784.0,1,19370.0,5
543.0,784.0,1,3750.0,1
544.0,784.0,1,7350.0,3
549.0,784.0,1,585.0,1
564.0,783.0,1,860.0,1
344.0,783.0,1,1249.0,1
576.0,783.0,1,260.0,1
187.0,783.0,1,630.0,1
581.0,783.0,1,280.0,1
291.0,783.0,1,775.0,1
599.0,782.0,1,3750.0,1
602.0,782.0,1,6500.0,1
605.0,782.0,1,250.0,1
611.0,782.0,1,3789.0,1
616.0,782.0,1,390.0,1
621.0,782.0,1,585.0,1
622.0,782.0,1,6500.0,1
625.0,781.0,1,74.0,1
637.0,781.0,1,350.0,1
639.0,781.0,1,1975.0,1
193.0,781.0,1,220.0,1
618.0,781.0,1,419.0,1
642.0,781.0,1,2635.0,1
651.0,781.0,1,2550.0,1
653.0,781.0,1,150.0,1
655.0,781.0,1,350.0,1
656.0,781.0,1,512.0,1
657.0,781.0,1,1060.0,1
662.0,781.0,1,99.0,1
663.0,781.0,1,1000.0,1
667.0,781.0,1,360.0,1
672.0,781.0,1,4375.0,1
673.0,781.0,1,1375.0,1
676.0,781.0,1,999.0,1
679.0,780.0,1,3080.0,1
680.0,780.0,1,3900.0,1
686.0,780.0,1,2900.0,1
692.0,780.0,1,3600.0,1
693.0,780.0,1,1150.0,1
664.0,780.0,1,195.0,1
696.0,780.0,1,2500.0,1
700.0,780.0,1,6500.0,1
701.0,780.0,1,440.0,1
702.0,780.0,1,325.0,1
161.0,780.0,1,400.0,1
706.0,780.0,1,989.956,1
707.0,780.0,1,516.0,1
708.0,780.0,1,1658.0,1
710.0,780.0,1,4530.0,1
713.0,780.0,1,1590.057,1
714.0,780.0,1,160.0,1
716.0,780.0,1,2695.0,1
718.0,780.0,1,350.0,1
511.0,780.0,1,1740.0,1
722.0,780.0,1,1765.0,1
724.0,780.0,1,1765.0,1
725.0,780.0,1,12110.0,3
726.0,780.0,1,750.0,1
727.0,780.0,1,923.0,1
730.0,780.0,1,1765.0,1
737.0,779.0,1,990.0,1
738.0,779.0,1,435.0,1
742.0,779.0,1,1550.0,1
747.0,779.0,1,999.0,1
752.0,779.0,1,1920.0,1
754.0,779.0,1,25060.0,5
755.0,779.0,1,6900.0,3
756.0,779.0,1,1050.0,1
757.0,779.0,1,1525.0,1
761.0,779.0,1,3750.0,1
763.0,779.0,1,776.9861999999999,1
608.0,779.0,1,350.0,1
769.0,779.0,1,150.0,1
771.0,779.0,1,3219.0,1
781.0,778.0,1,874.0,1
783.0,778.0,1,1445.0,1
784.0,778.0,1,1870.0,1
787.0,778.0,1,99.0,1
796.0,778.0,1,4500.0,1
804.0,778.0,1,557.039,1
810.0,778.0,1,4500.0,1
814.0,778.0,1,360.0,1
816.0,778.0,1,1065.0,1
821.0,778.0,1,1425.0,1
824.0,778.0,1,1500.0,1
828.0,778.0,1,750.0,1
830.0,778.0,1,15850.0,3
832.0,778.0,1,200.0,1
834.0,778.0,1,1380.0,1
837.0,778.0,1,4500.0,1
842.0,778.0,1,6055.0,1
843.0,778.0,1,790.0,1
844.0,778.0,1,2000.0,1
848.0,778.0,1,5500.0,1
849.0,778.0,1,22800.0,5
850.0,778.0,1,350.0,1
855.0,778.0,1,1100.0,1
856.0,778.0,1,1300.0,1
858.0,778.0,1,1950.0,1
860.0,778.0,1,6900.0,3
863.0,778.0,1,2620.0,1
865.0,778.0,1,2130.0,1
866.0,778.0,1,550.0,1
869.0,778.0,1,250.0,1
870.0,778.0,1,8000.0,3
871.0,778.0,1,2200.0,1
875.0,777.0,1,350.0,1
878.0,777.0,1,379.0,1
882.0,777.0,1,995.0,1
887.0,777.0,1,1315.0,1
889.0,777.0,1,1000.0,1
568.0,777.0,1,535.0,1
898.0,777.0,1,810.0,1
903.0,777.0,1,500.0,1
904.0,777.0,1,29050.0,5
906.0,777.0,1,190.0,1
910.0,777.0,1,1267.5,1
764.0,777.0,1,4500.0,1
917.0,777.0,1,899.0,1
918.0,777.0,1,600.0,1
920.0,777.0,1,1150.0,1
921.0,777.0,1,4500.0,1
923.0,777.0,1,90.0,1
924.0,777.0,1,600.0,1
925.0,777.0,1,1765.0,1
928.0,777.0,1,6950.0,3
929.0,777.0,1,7100.0,3
930.0,777.0,1,360.0,1
932.0,777.0,1,399.0,1
935.0,777.0,1,999.0,1
936.0,777.0,1,560.0,1
940.0,777.0,1,600.0,1
943.0,777.0,1,1625.0,1
944.0,777.0,1,2900.0,1
945.0,777.0,1,1253.0,1
946.0,777.0,1,2500.0,1
952.0,777.0,1,210.0,1
953.0,777.0,1,240.0,1
954.0,777.0,1,2600.0,1
959.0,777.0,1,1375.0,1
961.0,777.0,1,370.0,1
963.0,777.0,1,2198.0,1
964.0,776.0,1,360.0,1
966.0,776.0,1,890.0,1
968.0,776.0,1,1950.0,1
977.0,776.0,1,250.0,1
979.0,776.0,1,955.0,1
980.0,776.0,1,2500.0,1
981.0,776.0,1,29000.0,5
982.0,776.0,1,799.0,1
984.0,776.0,1,2550.0,1
989.0,776.0,1,1500.0,1
994.0,776.0,1,190.0,1
995.0,776.0,1,15200.0,3
996.0,776.0,1,285.0,1
999.0,776.0,1,999.0,1
1001.0,776.0,1,350.0,1
1005.0,776.0,1,174.0,1
1013.0,776.0,1,3315.0,1
1022.0,776.0,1,1375.0,1
1023.0,776.0,1,20900.0,5
1036.0,776.0,1,320.0,1
404.0,776.0,1,675.0,1
1037.0,776.0,1,510.0,1
385.0,776.0,1,625.0,1
1029.0,776.0,1,320.0,1
1018.0,776.0,1,5800.0,1
1044.0,776.0,1,1440.0,1
1047.0,776.0,1,29000.0,5
1053.0,776.0,1,1895.0,1
988.0,776.0,1,9045.0,3
1062.0,775.0,1,8313.0,3
1068.0,775.0,1,1140.0,1
1071.0,775.0,1,3160.0,1
1074.0,775.0,1,399.0,1
1076.0,775.0,1,1625.0,1
1079.0,775.0,1,90.0,1
1082.0,775.0,1,3369.0,1
1085.0,775.0,1,730.005,1
1090.0,775.0,1,190.0,1
1091.0,775.0,1,325.0,1
1094.0,775.0,1,4000.0,1
1098.0,775.0,1,570.0,1
1106.0,775.0,1,3950.0,1
1107.0,775.0,1,1370.0,1
1111.0,775.0,1,360.0,1
1122.0,775.0,1,6500.0,1
1123.0,775.0,1,995.0,1
1128.0,775.0,1,2400.0,1
1129.0,775.0,1,1099.0,1
1130.0,775.0,1,1500.0,1
1131.0,775.0,1,510.0,1
1133.0,775.0,1,925.0,1
1144.0,775.0,1,1500.0,1
238.0,775.0,1,1679.0,1
1153.0,774.0,1,1375.0,1
1156.0,774.0,1,3495.0,1
1160.0,774.0,1,999.0,1
1170.0,774.0,1,1000.0,1
1171.0,774.0,1,9365.0,3
1168.0,774.0,1,4500.0,1
1173.0,774.0,1,320.0,1
1174.0,774.0,1,230.0,1
1175.0,774.0,1,105.0,1
1177.0,774.0,1,3750.0,1
1178.0,774.0,1,1975.0,1
1181.0,774.0,1,720.0,1
1185.0,774.0,1,745.0,1
1186.0,774.0,1,1625.0,1
1192.0,774.0,1,1150.0,1
1193.0,774.0,1,525.0,1
1194.0,774.0,1,1445.0,1
941.0,774.0,1,3050.0,1
1197.0,774.0,1,1765.0,1
1200.0,774.0,1,29000.0,5
1202.0,774.0,1,1200.0,1
1201.0,774.0,1,420.0,1
1205.0,774.0,1,317.0,1
1208.0,774.0,1,1375.0,1
1050.0,774.0,1,2040.0,1
1210.0,774.0,1,290.0,1
1211.0,774.0,1,175.0,1
1212.0,774.0,1,4380.0,1
1213.0,774.0,1,1765.0,1
1215.0,774.0,1,2940.0,1
1218.0,774.0,1,1625.0,1
1221.0,774.0,1,880.0,1
1223.0,774.0,1,580.0,1
1226.0,774.0,1,720.0,1
1227.0,774.0,1,120.0,1
1229.0,774.0,1,300.0,1
1241.0,774.0,1,15200.0,3
1243.0,774.0,1,4700.0,1
1245.0,774.0,1,1196.0,1
1246.0,774.0,1,699.0,1
1250.0,774.0,1,1175.0,1
1252.0,774.0,1,595.0,1
1254.0,774.0,1,699.0,1
1255.0,774.0,1,350.0,1
1258.0,773.0,1,1100.0,1
1260.0,773.0,1,1900.0,1
1262.0,773.0,1,1699.0,1
1265.0,773.0,1,18955.0,5
1266.0,773.0,1,240.0,1
1203.0,773.0,1,800.0,1
1270.0,773.0,1,360.0,1
1271.0,773.0,1,360.0,1
1272.0,773.0,1,360.0,1
1274.0,773.0,1,360.0,1
1277.0,773.0,1,1600.0,1
1278.0,773.0,1,699.0,1
1281.0,773.0,1,775.0,1
1282.0,773.0,1,2769.5829999999996,1
1285.0,773.0,1,4200.0,1
1287.0,773.0,1,2600.0,1
1293.0,773.0,1,210.0,1
